"task","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","age","gender","lang_ca","lang_sp","lang_en","stimulus","item_type","segment","clause_type","number","correct_answer","answer"
"survey","5691","{""age"":""21"",""gender"":""male"",""lang_ca"":""true"",""lang_en"":""true""}","survey-html-form","1","2.0.0","5693","h1n","21","male","true","","true","","","","","","",""
"fixation","null","null","html-keyboard-response","3","2.0.0","5695","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","550"," ","html-keyboard-response","4","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","fill_item","s0","sr","ss","",""
"item","463"," ","html-keyboard-response","5","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","fill_item","s1","sr","ss","",""
"item","859"," ","html-keyboard-response","6","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","fill_item","s2","sr","ss","",""
"item","659"," ","html-keyboard-response","7","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | plays |___________ | _____</p>","fill_item","s3","sr","ss","",""
"item","424"," ","html-keyboard-response","8","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","fill_item","s4","sr","ss","",""
"item","644"," ","html-keyboard-response","9","2.0.0","5696","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | sings</p>","fill_item","s5","sr","ss","",""
"question","877","1","html-button-response","10","2.0.0","5697","h1n","21","male","true","","true","<h2>Does the singer who plays the guitar cry?</h2>","","","sr","ss","false","false"
"fixation","null","null","html-keyboard-response","11","2.0.0","5697","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","511"," ","html-keyboard-response","12","2.0.0","5697","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | _______ | ______ | ___</p>","exp_item","s0","or","ps","",""
"item","942"," ","html-keyboard-response","13","2.0.0","5697","h1n","21","male","true","","true","<p class=""stimulus"">The dogs | ____ | _______ | ______ | ___</p>","exp_item","s1","or","ps","",""
"item","517"," ","html-keyboard-response","14","2.0.0","5697","h1n","21","male","true","","true","<p class=""stimulus"">________ | that | _______ | ______ | ___</p>","exp_item","s2","or","ps","",""
"item","621"," ","html-keyboard-response","15","2.0.0","5697","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | the cat | ______ | ___</p>","exp_item","s3","or","ps","",""
"item","552"," ","html-keyboard-response","16","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | _______ | pushes | ___</p>","exp_item","s4","or","ps","",""
"item","818"," ","html-keyboard-response","17","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | _______ | ______ | cry</p>","exp_item","s5","or","ps","",""
"question","747","0","html-button-response","18","2.0.0","5698","h1n","21","male","true","","true","<h2>Does the cat that the dogs push cry?</h2>","","","or","ps","false","true"
"fixation","null","null","html-keyboard-response","19","2.0.0","5698","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","584"," ","html-keyboard-response","20","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | ______ | __________ | _______</p>","fill_item","s0","sr","ss","",""
"item","566"," ","html-keyboard-response","21","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">The singer | ___ | ______ | __________ | _______</p>","fill_item","s1","sr","ss","",""
"item","574"," ","html-keyboard-response","22","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">__________ | who | ______ | __________ | _______</p>","fill_item","s2","sr","ss","",""
"item","491"," ","html-keyboard-response","23","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | throws |___________ | _______</p>","fill_item","s3","sr","ss","",""
"item","768"," ","html-keyboard-response","24","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | ______ | the guitar | _______</p>","fill_item","s4","sr","ss","",""
"item","789"," ","html-keyboard-response","25","2.0.0","5698","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | ______ | __________ | screams</p>","fill_item","s5","sr","ss","",""
"question","652","1","html-button-response","26","2.0.0","5698","h1n","21","male","true","","true","<h2>Does the singer who throws the guitar scream?</h2>","","","sr","ss","true","false"
"fixation","null","null","html-keyboard-response","27","2.0.0","5699","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","1004"," ","html-keyboard-response","28","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | ________ | _______ | ____</p>","exp_item","s0","or","ss","",""
"item","599"," ","html-keyboard-response","29","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">The zebra | ____ | ________ | _______ | ____</p>","exp_item","s1","or","ss","",""
"item","635"," ","html-keyboard-response","30","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | that | ________ | _______ | ____</p>","exp_item","s2","or","ss","",""
"item","649"," ","html-keyboard-response","31","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | the horse| _______ | ____</p>","exp_item","s3","or","ss","",""
"item","705"," ","html-keyboard-response","32","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | ________ | follows | ____</p>","exp_item","s4","or","ss","",""
"item","578"," ","html-keyboard-response","33","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | ________ | _______ | runs</p>","exp_item","s5","or","ss","",""
"question","605","0","html-button-response","34","2.0.0","5699","h1n","21","male","true","","true","<h2>Does the zebra that the horse follows run?</h2>","","","or","ss","true","true"
"fixation","null","null","html-keyboard-response","35","2.0.0","5699","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","548"," ","html-keyboard-response","36","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | _______ | __________ | ____</p>","exp_item","s0","sr","sp","",""
"item","831"," ","html-keyboard-response","37","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">The zebra | ____ | _______ | __________ | ____</p>","exp_item","s1","sr","sp","",""
"item","559"," ","html-keyboard-response","38","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | that | _______ | __________ | ____</p>","exp_item","s2","sr","sp","",""
"item","663"," ","html-keyboard-response","39","2.0.0","5699","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | follows | __________ | ____</p>","exp_item","s3","sr","sp","",""
"item","557"," ","html-keyboard-response","40","2.0.0","5700","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | _______ | the horses | ____</p>","exp_item","s4","sr","sp","",""
"item","496"," ","html-keyboard-response","41","2.0.0","5702","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | _______ | __________ | runs</p>","exp_item","s5","sr","sp","",""
"question","566","1","html-button-response","42","2.0.0","5703","h1n","21","male","true","","true","<h2>Does the zebra that follows the horses run?</h2>","","","sr","sp","true","false"
"fixation","null","null","html-keyboard-response","43","2.0.0","5703","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","538"," ","html-keyboard-response","44","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | __________ | _____ | _____</p>","exp_item","s0","or","sp","",""
"item","1097"," ","html-keyboard-response","45","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">The horse | ____ | __________ | _____ | _____</p>","exp_item","s1","or","sp","",""
"item","540"," ","html-keyboard-response","46","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">_________ | that | __________ | _____ | _____</p>","exp_item","s2","or","sp","",""
"item","794"," ","html-keyboard-response","47","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | the zebras | _____ | _____</p>","exp_item","s3","or","sp","",""
"item","565"," ","html-keyboard-response","48","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | __________ | chase | ____ </p>","exp_item","s4","or","sp","",""
"item","498"," ","html-keyboard-response","49","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ____ | __________ | _____ | falls</p>","exp_item","s5","or","sp","",""
"question","506","1","html-button-response","50","2.0.0","5703","h1n","21","male","true","","true","<h2>Does the horse that the zebras chase fall?</h2>","","","or","sp","true","false"
"fixation","null","null","html-keyboard-response","51","2.0.0","5703","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","497"," ","html-keyboard-response","52","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","fill_item","s0","sr","ss","",""
"item","635"," ","html-keyboard-response","53","2.0.0","5703","h1n","21","male","true","","true","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","fill_item","s1","sr","ss","",""
"item","524"," ","html-keyboard-response","54","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","fill_item","s2","sr","ss","",""
"item","550"," ","html-keyboard-response","55","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | grabs |___________ | _____</p>","fill_item","s3","sr","ss","",""
"item","620"," ","html-keyboard-response","56","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","fill_item","s4","sr","ss","",""
"item","619"," ","html-keyboard-response","57","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | cries</p>","fill_item","s5","sr","ss","",""
"question","439","1","html-button-response","58","2.0.0","5704","h1n","21","male","true","","true","<h2>Does the singer who grabs the guitar cry?</h2>","","","sr","ss","true","false"
"fixation","null","null","html-keyboard-response","59","2.0.0","5704","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","533"," ","html-keyboard-response","60","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | ______ | _______ | _______</p>","fill_item","s0","sr","ss","",""
"item","578"," ","html-keyboard-response","61","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">The chef | ___ | ______ | _______ | _______</p>","fill_item","s1","sr","ss","",""
"item","667"," ","html-keyboard-response","62","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">________ | who | ______ | _______ | _______</p>","fill_item","s2","sr","ss","",""
"item","806"," ","html-keyboard-response","63","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | throws |________ | _______</p>","fill_item","s3","sr","ss","",""
"item","641"," ","html-keyboard-response","64","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | ______ | the box | _______</p>","fill_item","s4","sr","ss","",""
"item","1069"," ","html-keyboard-response","65","2.0.0","5704","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | ______ | _______ | screams</p>","fill_item","s5","sr","ss","",""
"question","710","0","html-button-response","66","2.0.0","5704","h1n","21","male","true","","true","<h2>Does the chef who opens the box cry?</h2>","","","sr","ss","false","true"
"fixation","null","null","html-keyboard-response","67","2.0.0","5705","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","1072"," ","html-keyboard-response","68","2.0.0","5705","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | ____ | ______</p>","exp_item","s0","or","ss","",""
"item","514"," ","html-keyboard-response","69","2.0.0","5705","h1n","21","male","true","","true","<p class=""stimulus"">The cat | ____ | _______ | ____ | ______</p>","exp_item","s1","or","ss","",""
"item","655"," ","html-keyboard-response","70","2.0.0","5705","h1n","21","male","true","","true","<p class=""stimulus"">_______ | that | _______ | ____ | ______</p>","exp_item","s2","or","ss","",""
"item","535"," ","html-keyboard-response","71","2.0.0","5705","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | the dog | ____ | ______</p>","exp_item","s3","or","ss","",""
"item","617"," ","html-keyboard-response","72","2.0.0","5705","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | hugs | ______</p>","exp_item","s4","or","ss","",""
"item","742"," ","html-keyboard-response","73","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | ____ | smiles</p>","exp_item","s5","or","ss","",""
"question","563","1","html-button-response","74","2.0.0","5706","h1n","21","male","true","","true","<h2>Does the cat that the dog hugs smile?","","","or","ss","true","false"
"fixation","null","null","html-keyboard-response","75","2.0.0","5706","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","599"," ","html-keyboard-response","76","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | ______ | _____</p>","exp_item","s0","or","ss","",""
"item","552"," ","html-keyboard-response","77","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">The dog | ____ | _______ | ______ | _____</p>","exp_item","s1","or","ss","",""
"item","550"," ","html-keyboard-response","78","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">_______ | that | _______ | ______ | _____</p>","exp_item","s2","or","ss","",""
"item","665"," ","html-keyboard-response","79","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | the cat | ______ | _____</p>","exp_item","s3","or","ss","",""
"item","609"," ","html-keyboard-response","80","2.0.0","5706","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | pushes | _____</p>","exp_item","s4","or","ss","",""
"item","631"," ","html-keyboard-response","81","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | _______ | ______ | cries</p>","exp_item","s5","or","ss","",""
"question","854","0","html-button-response","82","2.0.0","5707","h1n","21","male","true","","true","<h2>Does the cat that the dog pushes cry?</h2>","","","or","ss","false","true"
"fixation","null","null","html-keyboard-response","83","2.0.0","5707","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","720"," ","html-keyboard-response","84","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ____ | __________ | _____ | ____</p>","exp_item","s0","or","pp","",""
"item","517"," ","html-keyboard-response","85","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">The horses | ____ | __________ | _____ | ____</p>","exp_item","s1","or","pp","",""
"item","581"," ","html-keyboard-response","86","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">__________ | that | __________ | _____ | ____</p>","exp_item","s2","or","pp","",""
"item","550"," ","html-keyboard-response","87","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ____ | the zebras | _____ | ____</p>","exp_item","s3","or","pp","",""
"item","660"," ","html-keyboard-response","88","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ____ | __________ | chase | ___ </p>","exp_item","s4","or","pp","",""
"item","542"," ","html-keyboard-response","89","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ____ | __________ | _____ | fall</p>","exp_item","s5","or","pp","",""
"question","588","0","html-button-response","90","2.0.0","5707","h1n","21","male","true","","true","<h2>Do the horses that the zebras chase fall?</h2>","","","or","pp","true","true"
"fixation","null","null","html-keyboard-response","91","2.0.0","5707","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","548"," ","html-keyboard-response","92","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | ________ | ____ | ___</p>","exp_item","s0","or","pp","",""
"item","477"," ","html-keyboard-response","93","2.0.0","5707","h1n","21","male","true","","true","<p class=""stimulus"">The dogs | ____ | ________ | ____ | ___</p>","exp_item","s1","or","pp","",""
"item","896"," ","html-keyboard-response","94","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | that | ________ | ____ | ___</p>","exp_item","s2","or","pp","",""
"item","992"," ","html-keyboard-response","95","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | the cats | ____ | ___</p>","exp_item","s3","or","pp","",""
"item","526"," ","html-keyboard-response","96","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | ________ | push | ___</p>","exp_item","s4","or","pp","",""
"item","587"," ","html-keyboard-response","97","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ____ | ________ | ____ | cry</p>","exp_item","s5","or","pp","",""
"question","492","1","html-button-response","98","2.0.0","5708","h1n","21","male","true","","true","<h2>Do the cats that the dogs push cry?</h2>","","","or","pp","false","false"
"fixation","null","null","html-keyboard-response","99","2.0.0","5708","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","622"," ","html-keyboard-response","100","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","fill_item","s0","sr","ss","",""
"item","751"," ","html-keyboard-response","101","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","fill_item","s1","sr","ss","",""
"item","833"," ","html-keyboard-response","102","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","fill_item","s2","sr","ss","",""
"item","496"," ","html-keyboard-response","103","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","fill_item","s3","sr","ss","",""
"item","549"," ","html-keyboard-response","104","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","fill_item","s4","sr","ss","",""
"item","648"," ","html-keyboard-response","105","2.0.0","5708","h1n","21","male","true","","true","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","fill_item","s5","sr","ss","",""
"question","455","0","html-button-response","106","2.0.0","5708","h1n","21","male","true","","true","<h2>Does the box that the chef grabs fall?</h2>","","","sr","ss","false","true"
"fixation","null","null","html-keyboard-response","107","2.0.0","5708","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","525"," ","html-keyboard-response","108","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ___ | ______ | __________ | ______</p>","fill_item","s0","sr","ss","",""
"item","557"," ","html-keyboard-response","109","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">The woman | ___ | ______ | __________ | ______</p>","fill_item","s1","sr","ss","",""
"item","709"," ","html-keyboard-response","110","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_________ | who | ______ | __________ | ______</p>","fill_item","s2","sr","ss","",""
"item","797"," ","html-keyboard-response","111","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ___ | writes |___________ | ______</p>","fill_item","s3","sr","ss","",""
"item","442"," ","html-keyboard-response","112","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ___ | ______ | the letter | ______</p>","fill_item","s4","sr","ss","",""
"item","791"," ","html-keyboard-response","113","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_________ | ___ | ______ | __________ | smiles</p>","fill_item","s5","sr","ss","",""
"question","507","1","html-button-response","114","2.0.0","5709","h1n","21","male","true","","true","<h2>Does the woman who writes the letter smile?</h2>","","","sr","ss","true","false"
"fixation","null","null","html-keyboard-response","115","2.0.0","5709","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","534"," ","html-keyboard-response","116","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | ________ | ___ | ______</p>","exp_item","s0","or","sp","",""
"item","634"," ","html-keyboard-response","117","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">The cat | ____ | ________ | ___ | ______</p>","exp_item","s1","or","sp","",""
"item","649"," ","html-keyboard-response","118","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_______ | that | ________ | ___ | ______</p>","exp_item","s2","or","sp","",""
"item","518"," ","html-keyboard-response","119","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | the dogs | ___ | ______</p>","exp_item","s3","or","sp","",""
"item","610"," ","html-keyboard-response","120","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | ________ | hug | ______</p>","exp_item","s4","or","sp","",""
"item","732"," ","html-keyboard-response","121","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">_______ | ____ | ________ | ___ | smiles</p>","exp_item","s5","or","sp","",""
"question","524","1","html-button-response","122","2.0.0","5709","h1n","21","male","true","","true","<h2>Does the cat that the dogs hug smile?","","","or","sp","true","false"
"fixation","null","null","html-keyboard-response","123","2.0.0","5709","h1n","21","male","true","","true","<p class=""fixation"">+</p>","","","","","",""
"item","542"," ","html-keyboard-response","124","2.0.0","5709","h1n","21","male","true","","true","<p class=""stimulus"">__________ | ____ | _________ | ______ | _____</p>","exp_item","s0","or","ps","",""
"item","596"," ","html-keyboard-response","125","2.0.0","5710","h1n","21","male","true","","true","<p class=""stimulus"">The horses | ____ | _________ | ______ | _____</p>","exp_item","s1","or","ps","",""
"item","649"," ","html-keyboard-response","126","2.0.0","5710","h1n","21","male","true","","true","<p class=""stimulus"">__________ | that | _________ | ______ | _____</p>","exp_item","s2","or","ps","",""
